0.99   0.0001   0.080831   9.375381
0.99   0.0001   0.031782   8.431192
0.99   0.0001   0.075812   13.058884
0.99   0.0001   0.057742   11.906634
0.99   0.0001   0.014572   9.469347
0.99   0.0001   0.054622   13.094598
0.99   0.0001   0.075973   9.288126
0.99   0.0001   0.075573   13.160287
0.99   0.0001   0.079587   12.685303
0.99   0.0001   0.135596   20.593452
0.99   0.001   0.087325   15.693707
0.99   0.001   0.093984   16.258441
0.99   0.001   0.064269   12.257788
0.99   0.001   0.090970   17.256537
0.99   0.001   0.106362   11.863802
0.99   0.001   0.059822   9.142773
0.99   0.001   0.145982   17.288364
0.99   0.001   0.027411   9.253973
0.99   0.001   0.082763   14.458665
0.99   0.001   0.045883   7.128046
0.99   0.01   0.123402   15.648012
0.99   0.01   0.053623   9.868404
0.99   0.01   0.109379   12.229285
0.99   0.01   0.070596   10.890062
0.99   0.01   0.037404   5.117430
0.99   0.01   0.090331   15.312320
0.99   0.01   0.063247   12.874278
0.99   0.01   0.034769   9.957976
0.99   0.01   0.164393   21.812670
0.99   0.01   0.028181   4.354417
0.99   0.1   0.097484   13.863609
0.99   0.1   0.061145   9.129095
0.99   0.1   0.062444   10.015037
0.99   0.1   0.042780   12.291455
0.99   0.1   0.026318   7.389200
0.99   0.1   0.109839   17.211457
0.99   0.1   0.026516   6.163629
0.99   0.1   0.035224   8.720054
0.99   0.1   0.090207   9.592126
0.99   0.1   0.027226   9.338640
0.99   1   0.129123   17.566174
0.99   1   0.138311   17.198859
0.99   1   0.211220   24.092797
0.99   1   0.188939   21.902092
0.99   1   0.116158   18.016303
0.99   1   0.145761   21.555050
0.99   1   0.146183   16.051521
0.99   1   0.110066   11.668219
0.99   1   0.114962   14.267024
0.99   1   0.098045   13.374930
0.9   0.0001   0.143920   22.885124
0.9   0.0001   0.069419   16.692768
0.9   0.0001   0.049287   10.013648
0.9   0.0001   0.023227   6.524713
0.9   0.0001   0.088900   17.330950
0.9   0.0001   0.059481   12.178094
0.9   0.0001   0.026413   6.677742
0.9   0.0001   0.077722   11.625919
0.9   0.0001   0.167628   19.173699
0.9   0.0001   0.081704   15.679642
0.9   0.001   0.130010   17.654259
0.9   0.001   0.032278   6.121908
0.9   0.001   0.087737   11.272065
0.9   0.001   0.135744   17.780387
0.9   0.001   0.077047   11.483953
0.9   0.001   0.134993   15.364841
0.9   0.001   0.088733   15.148466
0.9   0.001   0.105105   11.576276
0.9   0.001   0.003474   5.427314
0.9   0.001   0.035722   6.825792
0.9   0.01   0.107624   15.565457
0.9   0.01   0.063327   12.534714
0.9   0.01   0.074919   15.588134
0.9   0.01   0.026885   9.254707
0.9   0.01   0.131263   15.828426
0.9   0.01   0.103476   14.752946
0.9   0.01   0.032937   9.291525
0.9   0.01   0.051215   10.699111
0.9   0.01   0.079393   15.939750
0.9   0.01   0.151981   13.932311
0.9   0.1   0.040787   7.133990
0.9   0.1   0.060264   10.712203
0.9   0.1   0.044023   13.073648
0.9   0.1   0.051190   9.651023
0.9   0.1   0.091424   11.446052
0.9   0.1   0.030466   5.173579
0.9   0.1   0.107427   17.451564
0.9   0.1   0.180423   25.324428
0.9   0.1   0.117519   18.572713
0.9   0.1   0.077204   9.590198
0.9   1   0.064389   12.324293
0.9   1   0.078761   13.530781
0.9   1   0.061577   10.482074
0.9   1   0.105920   11.062205
0.9   1   0.077547   12.140308
0.9   1   0.144918   18.340968
0.9   1   0.088803   10.173965
0.9   1   0.044281   9.653486
0.9   1   0.092691   10.314046
0.9   1   0.107203   15.906792
0.8   0.0001   0.319279   32.398510
0.8   0.0001   0.086688   16.358374
0.8   0.0001   0.062256   14.096850
0.8   0.0001   0.069148   13.806894
0.8   0.0001   0.142380   25.630490
0.8   0.0001   0.185997   22.861278
0.8   0.0001   0.169357   23.437202
0.8   0.0001   0.049635   15.039227
0.8   0.0001   0.168422   24.280457
0.8   0.0001   0.058689   7.284980
0.8   0.001   0.108859   23.884295
0.8   0.001   0.062543   12.861279
0.8   0.001   0.228799   27.660424
0.8   0.001   0.184636   22.422694
0.8   0.001   0.118207   20.464579
0.8   0.001   0.208565   31.529498
0.8   0.001   0.042857   15.071427
0.8   0.001   0.108894   17.530703
0.8   0.001   0.112445   16.399897
0.8   0.001   0.004139   11.327637
0.8   0.01   0.065927   15.100488
0.8   0.01   0.098964   25.689431
0.8   0.01   0.092439   19.451313
0.8   0.01   0.045188   16.466922
0.8   0.01   0.115405   22.400303
0.8   0.01   0.108837   15.733781
0.8   0.01   0.113966   17.796435
0.8   0.01   0.049942   16.178937
0.8   0.01   0.035506   14.562596
0.8   0.01   0.045564   14.010613
0.8   0.1   0.128299   17.431175
0.8   0.1   0.013548   9.404155
0.8   0.1   0.072203   12.024764
0.8   0.1   0.134149   17.862545
0.8   0.1   0.155911   18.755910
0.8   0.1   0.119240   18.559663
0.8   0.1   0.096860   16.696873
0.8   0.1   0.107999   12.958751
0.8   0.1   0.060063   10.891783
0.8   0.1   0.059836   10.942224
0.8   1   0.102984   15.142853
0.8   1   0.113266   17.072677
0.8   1   0.043279   7.605099
0.8   1   0.084810   17.047002
0.8   1   0.090443   18.349280
0.8   1   0.089992   12.278708
0.8   1   0.056744   12.181256
0.8   1   0.074767   11.220476
0.8   1   0.263279   29.152621
0.8   1   0.032813   9.581583
0.7   0.0001   0.158318   22.440144
0.7   0.0001   0.031066   8.842206
0.7   0.0001   0.120461   18.318746
0.7   0.0001   0.042386   20.319319
0.7   0.0001   0.051647   14.021163
0.7   0.0001   0.115312   16.409189
0.7   0.0001   0.031620   11.874870
0.7   0.0001   0.040472   12.779326
0.7   0.0001   0.226061   29.424194
0.7   0.0001   0.108408   15.222087
0.7   0.001   0.014415   11.002064
0.7   0.001   0.346905   27.341118
0.7   0.001   0.070924   16.469911
0.7   0.001   0.069251   15.196541
0.7   0.001   0.141813   26.161651
0.7   0.001   0.110744   20.165472
0.7   0.001   0.237698   29.578857
0.7   0.001   0.257332   31.870449
0.7   0.001   0.134738   21.717187
0.7   0.001   0.207943   28.511489
0.7   0.01   0.042964   17.472902
0.7   0.01   0.063759   13.099630
0.7   0.01   0.231291   29.031652
0.7   0.01   0.022977   14.037083
0.7   0.01   0.050702   20.623365
0.7   0.01   0.047633   15.157105
0.7   0.01   0.039802   13.690556
0.7   0.01   0.038631   19.022205
0.7   0.01   0.043199   17.674995
0.7   0.01   0.066411   16.391532
0.7   0.1   0.040797   13.727902
0.7   0.1   0.079594   11.309240
0.7   0.1   0.072883   12.402079
0.7   0.1   0.090685   17.981326
0.7   0.1   0.063048   13.477343
0.7   0.1   0.053852   12.258541
0.7   0.1   0.101180   17.028088
0.7   0.1   0.108436   18.918790
0.7   0.1   0.024647   11.673059
0.7   0.1   0.052536   12.049693
0.7   1   0.090176   18.478474
0.7   1   0.119521   15.893030
0.7   1   0.125009   18.601894
0.7   1   0.128823   16.508790
0.7   1   0.019893   9.166265
0.7   1   0.067868   12.541536
0.7   1   0.204790   25.830402
0.7   1   0.038727   7.979844
0.7   1   0.066171   14.356515
0.7   1   0.011808   8.309214
0.6   0.0001   0.167096   30.668758
0.6   0.0001   0.183746   22.905558
0.6   0.0001   0.247015   27.270094
0.6   0.0001   0.136571   20.991263
0.6   0.0001   0.177031   27.399005
0.6   0.0001   0.027362   11.670575
0.6   0.0001   0.196664   29.573390
0.6   0.0001   0.172875   29.220910
0.6   0.0001   0.149585   26.213124
0.6   0.0001   0.156110   21.997862
0.6   0.001   0.132590   24.374319
0.6   0.001   0.103642   15.581461
0.6   0.001   0.020554   17.050613
0.6   0.001   0.240497   32.260410
0.6   0.001   0.017558   15.060584
0.6   0.001   0.014118   12.795525
0.6   0.001   0.015803   16.111446
0.6   0.001   0.285894   30.618672
0.6   0.001   0.084964   17.458025
0.6   0.001   0.069943   16.145512
0.6   0.01   0.086505   19.269470
0.6   0.01   0.089753   18.090747
0.6   0.01   0.064741   17.164992
0.6   0.01   0.100674   19.946810
0.6   0.01   0.129744   23.475178
0.6   0.01   0.093117   22.999774
0.6   0.01   0.103896   15.488629
0.6   0.01   0.110426   21.765562
0.6   0.01   0.081322   18.498665
0.6   0.01   0.069726   19.491458
0.6   0.1   0.111935   15.859863
0.6   0.1   0.025923   16.059225
0.6   0.1   0.126637   21.652462
0.6   0.1   0.012948   12.070588
0.6   0.1   0.125859   20.747249
0.6   0.1   0.060320   17.254581
0.6   0.1   0.074439   15.643154
0.6   0.1   0.131357   19.157395
0.6   0.1   0.129122   20.308986
0.6   0.1   0.111843   17.917104
0.6   1   0.181656   26.767363
0.6   1   0.192553   24.165951
0.6   1   0.089914   16.141460
0.6   1   0.019663   12.897032
0.6   1   0.283379   31.825425
0.6   1   0.093080   14.484783
0.6   1   0.038358   12.555054
0.6   1   0.064194   16.833392
0.6   1   0.084649   12.092499
0.6   1   0.107459   17.699143
0.5   0.0001   0.088727   24.931557
0.5   0.0001   0.055542   15.549243
0.5   0.0001   0.177903   25.102406
0.5   0.0001   0.023514   14.576781
0.5   0.0001   0.150680   19.312257
0.5   0.0001   0.325005   30.832490
0.5   0.0001   0.153892   21.321987
0.5   0.0001   0.027626   10.935410
0.5   0.0001   0.095169   22.862576
0.5   0.0001   0.131926   22.171818
0.5   0.001   0.161324   30.510631
0.5   0.001   0.232338   33.026571
0.5   0.001   0.100636   19.309137
0.5   0.001   0.065721   20.740273
0.5   0.001   0.044945   21.651092
0.5   0.001   0.110270   21.534553
0.5   0.001   0.042586   16.653818
0.5   0.001   0.185875   29.423416
0.5   0.001   0.157663   18.537633
0.5   0.001   0.105507   20.006653
0.5   0.01   0.087644   19.244047
0.5   0.01   0.038052   15.865811
0.5   0.01   0.253410   34.295539
0.5   0.01   0.158500   24.357512
0.5   0.01   0.026196   17.164670
0.5   0.01   0.121525   21.083890
0.5   0.01   0.026278   15.607042
0.5   0.01   0.040839   22.355304
0.5   0.01   0.059212   19.615048
0.5   0.01   0.065375   18.930100
0.5   0.1   0.030592   19.610156
0.5   0.1   0.116536   21.106054
0.5   0.1   0.215508   32.185214
0.5   0.1   0.043323   17.477600
0.5   0.1   0.047569   19.009138
0.5   0.1   0.030295   15.597882
0.5   0.1   0.042905   18.239628
0.5   0.1   0.056852   18.373326
0.5   0.1   0.044571   19.575870
0.5   0.1   0.037319   18.295537
0.5   1   0.078460   22.277251
0.5   1   0.118759   26.824970
0.5   1   0.078516   20.231171
0.5   1   0.116718   26.342746
